name,_id,run_start_time,run_end_time,status,status_message,chg_sp,chiller_limit,loop_sp,storage_capacity,installed_cost_us_dollars_per_kw,installed_cost_us_dollars_per_kwh,electricity_kwh,not_met_during_occupied_heating,year_one_energy_cost_us_dollars,size_kw,not_met_during_occupied_hours,natural_gas_kwh,not_met_during_occupied_cooling,size_kwh,year_one_bill_us_dollars,PMV,year_one_demand_cost_us_dollars,water_qbft
API Generated 2021-06-10 17:38:10 +0000,0178aad0-5700-4737-abf5-755eaee0ca87,2021-06-10T18:08:32.002Z,2021-06-10T18:22:56.267Z,completed,completed normal,21.33789454,0.336318154,43.42246121,27083.58625,417.9292143,335.2534554,19657633.33,766,1814720.85,1250.444078,2108,26217633.33,1342,8557.154229,2721937.83,1341,900016.98,120945.27
API Generated 2021-06-10 19:10:03 +0000,9ca35ff9-184b-46eb-afd5-9a03a689c287,2021-06-10T19:10:04.303Z,2021-06-10T19:26:08.830Z,completed,completed normal,29.1065589,0.163439934,43.31493881,12110.31915,493.0093786,671.1014102,19767344.44,763,1801168.27,978.0297755,2204,26216852.78,1441,5305.107897,2872596.54,1495,1064228.26,119891.89
API Generated 2021-06-11 09:33:08 +0000,8443a867-7103-4617-934f-ada74053645b,2021-06-11T10:31:15.306Z,2021-06-11T10:46:03.334Z,completed,completed normal,20.12412412,0.501253381,40.31031501,5205.659246,644.5336385,207.3870773,19813933.33,765,1800230.92,1506.296256,2080,26259819.44,1315,11953.71785,2707037.74,1342,899606.82,122506.79
API Generated 2021-06-11 00:03:52 +0000,e8a87e87-2d29-4e43-b9f0-7ec6d1563989,2021-06-11T00:19:56.521Z,2021-06-11T00:35:53.348Z,completed,completed normal,22.10528157,0.889763629,49.71839184,11441.73512,594.4294036,526.8334074,20414919.44,763,1728894.18,1252.429592,2133,26193036.11,1370,7165.368601,2708619.22,1336,972525.04,127169.85
API Generated 2021-06-11 04:40:31 +0000,d74726f1-bece-4c65-843f-a040513eb3b0,2021-06-11T05:26:19.374Z,2021-06-11T05:40:28.029Z,completed,completed normal,25.77647591,0.912024686,40.70856653,19729.67271,1638.165273,799.0130575,19496913.89,767,1865318.23,533.1667535,2091,26247988.89,1324,2129.950659,2990065.39,1340,1117547.16,119415.59
API Generated 2021-06-10 20:48:13 +0000,faebe21c-31d2-4a63-8e68-2ed9e44be329,2021-06-10T21:04:12.590Z,2021-06-10T21:20:07.379Z,completed,completed normal,29.71466952,0.415774261,45.39706662,24350.03314,1036.603532,741.0378813,20116861.11,764,1944574.83,487.4896219,2141,26200300,1377,1999.145937,3126101.48,1339,1174326.65,123926.07
API Generated 2021-06-11 04:40:31 +0000,382de623-f77d-4a3d-b6f9-c860ebbb761d,2021-06-11T05:28:00.423Z,2021-06-11T05:43:16.951Z,completed,completed normal,27.22956002,0.981491526,48.19660075,27637.15046,1668.916971,826.4226835,20275600,763,1993028.01,334.3819055,2136,26195541.67,1373,1010.419323,3297033.72,1338,1296805.71,125357.18
API Generated 2021-06-11 00:03:52 +0000,5f0c3de6-5b57-424e-a790-d8d37f8c608c,2021-06-11T00:49:07.084Z,2021-06-11T01:03:22.549Z,completed,completed normal,26.92719102,0.635271963,41.04885275,36656.83714,1490.524089,797.9361767,19454677.78,763,1860225.59,556.7090921,2063,26252072.22,1300,2238.81323,2975128.57,1341,1107702.97,119053.7
API Generated 2021-06-10 21:04:17 +0000,bc910abc-d177-44f6-8f0f-c78cd2036f49,2021-06-10T21:49:31.321Z,2021-06-10T22:11:55.803Z,completed,completed normal,20.45633548,0.354177439,41.60708404,24574.35603,1553.421562,483.245627,19633633.33,766,1846972.41,832.0096461,2073,26241647.22,1307,4653.276495,2867194.91,1340,1013022.5,120665.94
API Generated 2021-06-10 20:48:13 +0000,db60fbc1-a183-492a-a29d-cc702bf0a800,2021-06-10T21:04:53.235Z,2021-06-10T21:20:29.496Z,completed,completed normal,26.22418675,0.422942144,42.13976256,36518.457,853.6808201,239.7483956,19500069.44,767,1807382.42,1236.336309,2114,26242766.67,1347,9675.914959,2692336.6,1343,877754.18,119406.48
API Generated 2021-06-11 00:03:52 +0000,2f85056e-e340-450b-bde9-62a678263bae,2021-06-11T00:48:45.139Z,2021-06-11T01:03:26.019Z,completed,completed normal,22.1918416,0.42361339,48.39316635,21242.17725,1665.451388,835.7241347,20423877.78,765,2006886.58,334.3729153,2109,26194786.11,1344,1008.701489,3333045.64,1343,1318959.06,127151.96
API Generated 2021-06-10 18:10:09 +0000,5481cf39-320b-4ffb-88a0-4261544ddf7b,2021-06-10T18:55:06.042Z,2021-06-10T19:09:43.582Z,completed,completed normal,28.22367255,0.536629539,47.15571633,19108.76077,619.4690865,416.5376219,20249491.67,765,1751386.13,1343.189343,2080,26194213.89,1315,8975.481256,2709721.99,1337,951135.86,124988.22
API Generated 2021-06-10 21:18:41 +0000,2bd4ee27-53d0-4b51-a183-73c9ce370b62,2021-06-10T22:08:23.341Z,2021-06-10T22:22:32.643Z,completed,completed normal,28.99521175,0.14377931,44.44940526,14292.44077,1217.511999,569.189988,19711666.67,766,1832251.57,935.7434629,2213,26224355.56,1447,5447.53493,2907346.67,1492,1067895.1,119550.53
API Generated 2021-06-11 09:16:37 +0000,d411678b-6f62-438e-a10f-b928b68eb187,2021-06-11T09:16:38.891Z,2021-06-11T09:33:04.151Z,completed,completed normal,27.79457475,0.994526619,49.90862889,32210.02391,1657.051406,837.2155751,20230436.11,764,1989004.79,367.9452112,2151,26188969.44,1387,995.0817347,3305202.69,1341,1308997.9,125120.66
API Generated 2021-06-10 22:31:54 +0000,128440f6-4c4c-460b-ba1b-29f0de02cb03,2021-06-10T23:17:37.307Z,2021-06-10T23:32:52.059Z,completed,completed normal,26.74953217,0.493343241,44.60288088,32388.53545,741.5942196,669.4756621,19637422.22,764,1828398.35,800.2560035,2090,26221894.44,1326,4285.93296,2875455,1339,1039856.66,120979.92
API Generated 2021-06-11 00:03:52 +0000,6b59f9d7-0e5f-4d04-a495-1f6415bcac45,2021-06-11T00:03:55.744Z,2021-06-11T00:19:50.056Z,completed,completed normal,28.515406,0.570950217,42.68896189,22127.44941,440.7945687,635.2233126,19573405.56,761,1784004.34,1038.310072,2083,26230030.56,1322,5571.75326,2770155.34,1337,978951,119227.15
API Generated 2021-06-11 09:16:38 +0000,06767bf7-644c-40e6-bd00-f9e39bd7d19d,2021-06-11T10:16:46.740Z,2021-06-11T10:31:15.171Z,completed,completed normal,29.84986149,0.949443732,45.39790141,9586.993828,1654.889865,634.8360226,20085386.11,764,1940597.06,479.4986727,2130,26202113.89,1366,2313.484405,3108953.79,1341,1161156.73,123719.65
API Generated 2021-06-11 09:16:38 +0000,d5a0aa27-f62b-4686-8d74-a1f4fefe33cb,2021-06-11T09:47:28.662Z,2021-06-11T10:02:25.549Z,completed,completed normal,21.02492265,0.767330571,40.56691754,27784.02507,466.4286479,237.5338753,19632697.22,766,1802180.43,1581.269891,2079,26246844.44,1313,11581.49796,2644661.44,1334,835281,120573.16
API Generated 2021-06-10 22:31:54 +0000,0622297c-7807-4a72-b2c8-6b6107cb2b23,2021-06-10T23:18:27.681Z,2021-06-10T23:33:09.126Z,completed,completed normal,27.83268542,0.686778321,41.7123688,25302.49816,1549.532278,831.9442448,19489211.11,764,1867820.15,474.0266699,2076,26242441.67,1312,1663.982452,3036324.93,1338,1161304.78,118905.64
API Generated 2021-06-10 17:54:45 +0000,4fc39cc6-5974-482a-a5c2-b2ce6c771505,2021-06-10T18:39:56.088Z,2021-06-10T18:55:04.640Z,completed,completed normal,23.61394737,0.480282373,47.72757461,30659.95168,468.8385769,660.0577779,20409027.78,763,1783202.27,1204.929457,2091,26192355.56,1328,5747.632521,2827073.46,1335,1036671.2,126741.35
API Generated 2021-06-11 08:17:14 +0000,c8c6bba3-fef6-41a5-9e30-b6df98d50f4e,2021-06-11T09:02:10.266Z,2021-06-11T09:16:22.717Z,completed,completed normal,20.78920685,0.757403983,40.46141627,23580.81327,587.5495211,217.9077947,19637630.56,765,1815628.24,1425.955896,2084,26243311.11,1319,10664.97013,2678552.81,1337,855724.57,120597.89
API Generated 2021-06-10 18:09:34 +0000,ca012816-a8c5-455a-9884-2ab2bf9075bc,2021-06-10T18:55:01.542Z,2021-06-10T19:09:20.246Z,completed,completed normal,27.2332204,0.201262641,41.84166286,33209.87403,947.4169266,812.5539962,19503816.67,764,1860924.6,669.0900457,2069,26239569.44,1305,2954.633628,2943650.34,1340,1075525.74,118981.14
API Generated 2021-06-10 19:10:03 +0000,1b7aade6-378b-407f-acde-8f080b9fb563,2021-06-10T19:26:24.537Z,2021-06-10T19:42:15.450Z,completed,completed normal,24.82833663,0.99358819,49.90862889,31119.29417,1666.602461,837.2155751,20337166.67,762,1998873.73,367.4766656,2147,26190736.11,1385,995.0816688,3314878.67,1342,1308804.94,126329.44
API Generated 2021-06-11 01:35:34 +0000,69578a32-b75e-42eb-aed4-76cb0287e3b5,2021-06-11T01:52:05.657Z,2021-06-11T02:07:44.457Z,completed,completed normal,29.50946756,0.533048199,44.27917884,27382.25142,440.7323663,508.9974904,19947386.11,765,1794971.38,1119.867365,2129,26225688.89,1364,6753.421627,2751260.77,1338,949089.38,122009.12
API Generated 2021-06-11 06:13:14 +0000,0a52dccf-22f2-4406-9ddc-74b14a3e4d5e,2021-06-11T06:29:36.386Z,2021-06-11T06:44:06.248Z,completed,completed normal,20.11072758,0.746248476,40.16253996,31058.35235,475.7013122,211.2241337,19649944.44,765,1805510.43,1703.048851,2056,26239822.22,1291,12587.53334,2633586.29,1336,820875.86,120692.91
API Generated 2021-06-11 04:57:16 +0000,73571f10-10d8-48ba-98fc-a01d845d9231,2021-06-11T05:42:19.003Z,2021-06-11T05:56:47.861Z,completed,completed normal,20.16925197,0.340722733,46.09315288,39389.14285,1452.798943,775.6357766,20073072.22,765,1944621.66,521.7822051,2089,26195255.56,1324,2148.695802,3122113.67,1342,1170292.01,125379.43
API Generated 2021-06-11 06:13:14 +0000,e71526fc-258c-41c9-bca4-a7e828381695,2021-06-11T06:13:16.830Z,2021-06-11T06:29:12.335Z,completed,completed normal,21.88949871,0.735240579,40.29256478,34543.90724,420.4150622,206.4092696,19625427.78,764,1804162.4,1717.719124,2078,26253672.22,1314,12733.6981,2630902.28,1336,819539.88,120585.44
API Generated 2021-06-11 09:32:58 +0000,c9027488-e4a4-4ee3-896a-03f45523e1e1,2021-06-11T10:18:25.231Z,2021-06-11T10:33:17.782Z,completed,completed normal,20.22988475,0.980932576,48.60945133,33105.11319,1663.042412,822.1331915,20459219.44,763,2009002.88,399.3258375,2146,26205422.22,1383,1159.486504,3322813.47,1339,1306610.59,127559.06
API Generated 2021-06-10 19:41:32 +0000,5622d811-ba20-4ae5-b537-368faa816eec,2021-06-10T20:27:53.382Z,2021-06-10T20:42:37.878Z,completed,completed normal,20.80904455,0.77938914,49.56325645,8655.36243,484.4232978,440.6647499,20435330.56,765,1713969.53,1341.209403,2140,26201316.67,1375,8301.124723,2661488.89,1336,940319.36,127362.33
API Generated 2021-06-10 17:38:10 +0000,f7a7ec88-d956-4f35-ad3b-4527ae486f74,2021-06-10T18:24:21.294Z,2021-06-10T18:39:08.931Z,completed,completed normal,21.61352494,0.424666981,49.6969865,34293.37876,1327.737748,393.0914476,20420358.33,763,1782520.51,996.1834687,2116,26188325,1353,6217.030023,2822439.16,1342,1032718.65,127269.78
API Generated 2021-06-11 00:03:52 +0000,77e6509b-d2a7-4b67-bc5b-967f5be2ffa1,2021-06-11T00:35:45.130Z,2021-06-11T00:51:01.327Z,completed,completed normal,29.26054949,0.848046113,49.86526956,26660.25148,764.6142167,481.9576222,20200347.22,763,1707892.59,1263.636323,2109,26190994.44,1346,7279.112241,2685809.12,1337,970716.52,124691.26
API Generated 2021-06-10 20:48:13 +0000,e9ec6859-84d0-4aec-8713-08866592c498,2021-06-10T20:48:17.898Z,2021-06-10T21:04:33.016Z,completed,completed normal,29.47954418,0.623383427,41.14811432,16249.68367,1142.487504,232.1839823,19850350,765,1791306.18,1116.797795,2086,26244075,1321,9115.339006,2723388.59,1341,924882.42,121349.42
API Generated 2021-06-10 17:38:10 +0000,ed8d40d3-48da-48b2-a950-9804ccdbba55,2021-06-10T17:53:45.242Z,2021-06-10T18:08:31.824Z,completed,completed normal,24.45229593,0.749342176,47.53382689,38079.02887,1255.939762,287.3582867,20381666.67,764,1789288.63,1213.419599,2107,26197191.67,1343,9787.072782,2757215.69,1342,960727.05,126424.37
API Generated 2021-06-11 04:57:21 +0000,be02832f-cce1-4ccf-ab71-776e682ac346,2021-06-11T05:42:22.175Z,2021-06-11T05:57:37.522Z,completed,completed normal,20.02260358,0.501253381,49.85093297,5174.668735,681.3483444,228.4709959,20451783.33,768,1767711.57,1493.502158,2125,26186625,1357,12060.89916,2674052.95,1336,899141.37,127614.37
API Generated 2021-06-10 19:42:12 +0000,a25f7f24-a242-46ad-80bb-3d6e9ff60857,2021-06-10T20:34:22.312Z,2021-06-10T20:48:03.189Z,completed,completed normal,24.85908589,0.444725652,40.99980804,29027.17047,577.7147955,237.7144961,19525597.22,766,1802678.18,1432.377446,2102,26249400,1336,10652.0446,2664338.11,1341,854459.93,119656.25
API Generated 2021-06-11 09:16:38 +0000,6de373ad-159a-40c5-b76d-49b639c9e990,2021-06-11T09:16:39.939Z,2021-06-11T09:32:43.594Z,completed,completed normal,24.08861404,0.318797209,40.27276987,30474.76337,434.0902988,203.8936875,19554802.78,763,1795946.87,1725.074625,2115,26256588.89,1352,12918.79386,2618416.02,1341,815269.15,119854.05
API Generated 2021-06-11 06:13:14 +0000,d33387ac-0ea9-4676-99cd-dfe8d9716545,2021-06-11T06:13:15.756Z,2021-06-11T06:30:00.281Z,completed,completed normal,20.06000658,0.658137192,49.79769878,8524.214147,445.744371,203.8045773,20438902.78,766,1822139.48,1868.524998,2137,26206000,1371,14783.81894,2716557.72,1338,887218.24,127423.11
API Generated 2021-06-10 22:31:54 +0000,3e4c599a-efcb-4d9f-93e9-65d8276b5c19,2021-06-10T22:31:59.315Z,2021-06-10T22:48:15.462Z,completed,completed normal,20.97647671,0.420776116,42.14090643,7502.150062,436.0827576,236.7344887,19732380.56,764,1844603.05,1430.940513,2067,26234511.11,1303,11717.21716,2759508.05,1344,907705,121744.34
API Generated 2021-06-10 17:38:10 +0000,92ef7556-3fb8-4b34-9952-4993802b82b7,2021-06-10T18:22:09.447Z,2021-06-10T18:36:27.697Z,completed,completed normal,21.06200365,0.155053824,43.17096992,5090.175975,856.6488483,277.1594209,19888541.67,764,1820183.94,1221.697651,2244,26240230.56,1480,9797.399747,2804704.71,1590,977320.77,122197.15
API Generated 2021-06-11 07:45:31 +0000,9c36e9ca-38c1-4d72-b6f4-51c4209c1e83,2021-06-11T08:45:36.880Z,2021-06-11T09:00:18.051Z,completed,completed normal,20.02266502,0.351673141,49.85093297,8748.203997,753.1695801,231.7042966,20444802.78,766,1761773.22,1459.493006,2134,26190980.56,1368,11643.35318,2672653.39,1342,903680.17,127524.55
API Generated 2021-06-11 09:16:38 +0000,df5d88d1-06aa-4673-a4fe-07476103b29d,2021-06-11T09:32:36.795Z,2021-06-11T09:47:48.369Z,completed,completed normal,22.52776117,0.501253381,49.85093297,5101.688745,681.3483444,237.4786502,20410980.56,764,1757401.61,1493.865747,2124,26185291.67,1360,11819.50509,2664150.46,1341,899548.85,127204.78
API Generated 2021-06-11 09:16:38 +0000,737fa39f-d450-40fa-b832-903d8bfec0b4,2021-06-11T09:47:48.519Z,2021-06-11T10:03:30.137Z,completed,completed normal,28.57409498,0.590691057,49.48721563,15725.73213,498.4593541,210.7853723,20213122.22,764,1777879.49,1693.323615,2143,26184916.67,1379,13684.25886,2672451.09,1337,887371.59,124677.02
API Generated 2021-06-11 09:16:38 +0000,e17d4706-3281-46f9-adf7-1a1253f6b945,2021-06-11T09:47:51.186Z,2021-06-11T10:02:40.905Z,completed,completed normal,21.73436668,0.602046134,40.2110291,39453.04967,1642.459957,793.6489918,19633797.22,762,1878919.95,522.7983741,2072,26245066.67,1310,1952.641227,3022603.8,1337,1136483.84,120619.71
API Generated 2021-06-10 22:31:54 +0000,9115bb7c-15ad-440f-b309-f8f97d089bb6,2021-06-10T22:31:55.935Z,2021-06-10T22:47:50.094Z,completed,completed normal,20.23502212,0.133631749,45.87708031,26406.64482,982.2311206,810.4456301,19682088.89,763,1881274.15,643.0541868,2101,26212408.33,1338,2833.134463,2971504,1339,1083029.85,121176.19
API Generated 2021-06-11 06:44:17 +0000,1dd5e799-20b5-4230-bd70-7f3513be8bc2,2021-06-11T07:28:59.885Z,2021-06-11T07:44:47.967Z,completed,completed normal,20.02295074,0.501253381,49.85234333,5211.447935,681.3483444,247.9415374,20445300,764,1761605.12,1474.305076,2141,26196811.11,1377,11594.75846,2672623.2,1340,903818.08,127575.21
API Generated 2021-06-10 22:31:54 +0000,e6f656e5-9fd7-495a-8466-5daf9e97d746,2021-06-10T22:48:16.442Z,2021-06-10T23:04:00.740Z,completed,completed normal,23.49682101,0.500694075,48.81840256,39283.83438,1593.695595,826.4044567,20387319.44,767,2003028.89,377.4287428,2113,26184630.56,1346,1051.233629,3311181.95,1334,1300953.06,126790.51
API Generated 2021-06-11 07:45:31 +0000,7ab71cda-5064-44f9-8ffe-bdae9f58581d,2021-06-11T08:16:54.202Z,2021-06-11T08:31:46.356Z,completed,completed normal,20.11665765,0.760119591,47.93458931,33040.42977,739.0138999,717.8178688,20462200,763,1898871.69,831.8122326,2105,26187066.67,1342,3288.583417,3065532.36,1342,1159460.66,127512.24
API Generated 2021-06-11 06:13:14 +0000,770297ae-0c79-4a46-b34b-95c6340b7e3d,2021-06-11T06:29:17.637Z,2021-06-11T06:44:26.811Z,completed,completed normal,27.10483382,0.994526619,49.68159009,30487.97418,1652.724594,837.2155751,20261522.22,764,1991957.96,334.3317419,2142,26189644.44,1378,996.9458386,3308970.81,1341,1309812.85,125464.52
API Generated 2021-06-10 19:10:03 +0000,2d6cfd1b-b548-427d-84a0-dd99aa97440f,2021-06-10T19:42:02.935Z,2021-06-10T19:57:33.902Z,completed,completed normal,28.02614151,0.47178552,44.59850722,26832.24005,1295.068409,680.7119444,19660925,764,1887873.49,579.0079303,2100,26229788.89,1336,2817.066497,3007923.59,1341,1112850.09,120592.39
API Generated 2021-06-10 17:38:10 +0000,be43feb6-63b2-4b48-b0cd-b9166321ad22,2021-06-10T17:54:10.074Z,2021-06-10T18:09:03.948Z,completed,completed normal,23.87401043,0.655554552,46.17234398,7775.438933,784.0555612,619.7070344,19960927.78,762,1864227.39,705.03433,2119,26203413.89,1357,3600.558213,2984668.56,1335,1113241.17,124254.7
API Generated 2021-06-10 21:04:42 +0000,7bb96e0c-a365-4dfa-a657-b5a8871ed221,2021-06-10T21:50:34.635Z,2021-06-10T22:12:15.859Z,completed,completed normal,26.855502,0.135376206,49.90862889,27335.81021,1210.651242,829.9488983,20263219.44,764,1964814.72,514.0291586,2140,26186866.67,1376,1876.004223,3224825.91,1338,1252811.19,125532.45
API Generated 2021-06-10 17:38:10 +0000,55dbed39-fe6b-437c-a44a-94a6f6b78d81,2021-06-10T17:38:14.021Z,2021-06-10T17:53:45.103Z,completed,completed normal,25.76322185,0.413829594,46.54318912,26370.0416,713.7757998,301.0897697,20068691.67,763,1739958.26,1328.990961,2112,26198252.78,1349,9540.356751,2663843.58,1339,916685.32,124908.82
API Generated 2021-06-10 17:38:10 +0000,ee63ed25-eb21-43ac-a7b5-4040a8c1e535,2021-06-10T18:09:48.835Z,2021-06-10T18:24:47.951Z,completed,completed normal,28.515406,0.517646393,44.60288088,25350.71135,429.5928616,635.2233126,19700638.89,761,1807345.7,882.9652474,2112,26214019.44,1351,5105.547676,2814233.47,1338,999687.76,120516.8
API Generated 2021-06-11 03:07:03 +0000,c8478428-f080-408c-a7d8-7040bc088394,2021-06-11T03:07:06.115Z,2021-06-11T03:22:36.546Z,completed,completed normal,29.18901655,0.927746223,40.35668941,35549.15759,523.126263,220.2917711,19787161.11,764,1846586.92,1408.686678,2066,26254569.44,1302,11289.69018,2748641.51,1334,894854.59,120754.16
API Generated 2021-06-11 01:35:34 +0000,67cef924-971c-4d67-bb94-c462135d0402,2021-06-11T02:08:22.456Z,2021-06-11T02:23:00.146Z,completed,completed normal,29.05119198,0.607871676,44.3556467,37795.7322,1069.059439,636.9773554,19794425,763,1852007.28,737.4124947,2102,26213883.33,1339,3774.195577,2920478.61,1343,1061271.33,120683.38
API Generated 2021-06-11 04:57:26 +0000,708fa35e-ec59-43b2-ba98-205a5c32610c,2021-06-11T05:42:27.172Z,2021-06-11T05:57:41.504Z,completed,completed normal,20.98359045,0.62406938,47.74566068,34991.6497,1660.267929,804.8024164,20457186.11,764,2009837.97,334.4248711,2126,26189530.56,1362,1014.787113,3341905.77,1337,1324867.79,127328.44
API Generated 2021-06-11 03:07:03 +0000,066bd492-7089-4782-813b-aaa49d46112c,2021-06-11T03:23:49.907Z,2021-06-11T03:39:08.893Z,completed,completed normal,28.09551678,0.517646393,46.50118186,29386.97325,429.5928616,674.2825673,19917411.11,763,1870468.04,780.7129985,2104,26194330.56,1341,3600.618133,2981065.97,1341,1103397.93,123653.11
API Generated 2021-06-11 06:13:14 +0000,19d299b8-30a9-412d-b8a4-ab638575961c,2021-06-11T06:59:02.309Z,2021-06-11T07:14:32.832Z,completed,completed normal,20.02253151,0.573032419,49.86762012,5108.731604,681.3483444,228.4709959,20445136.11,764,1768097.78,1494.550747,2127,26198933.33,1363,11995.33714,2675645.43,1338,900347.65,127538.66
API Generated 2021-06-10 19:10:03 +0000,fbdfae1c-2237-4f0c-ac75-a5264dc528a2,2021-06-10T19:10:03.729Z,2021-06-10T19:26:06.456Z,completed,completed normal,28.29016411,0.4509601,49.79225,28208.45036,1596.893266,580.5853492,20221419.44,765,1926489.54,610.1632341,2135,26199225,1370,2549.991756,3145077.26,1337,1211387.73,124918.28
API Generated 2021-06-10 20:48:13 +0000,fd0edaeb-f81a-4b28-87cc-34e3fe54b5ed,2021-06-10T21:32:56.121Z,2021-06-10T21:47:07.289Z,completed,completed normal,23.57390471,0.464029379,40.43941239,19804.41612,555.1273796,267.5462542,19567936.11,765,1774823.76,1517.467899,2074,26245847.22,1309,10712.78587,2621669.41,1340,839645.65,120011.94
API Generated 2021-06-11 09:47:41 +0000,65c445c2-a6df-42ca-a565-5257d8ca32d7,2021-06-11T10:33:17.934Z,2021-06-11T10:48:20.421Z,completed,completed normal,20.3785148,0.976635483,46.92574389,23304.02985,1672.145938,804.7377917,20311847.22,766,1992587.54,334.5846365,2119,26196772.22,1353,1038.586588,3293815.57,1345,1294028.03,126813.67
